,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_356,nomotorboater,New here.,"['Kayaking', 'Paddle boarding', 'Live music']",Just getting started and I’ll add to this soon!,Non-Smoker with Average body type," Austin, Texas ","61 year old Male, 6' 1"" (185cm), Christian - other",Caucasian,nomotorboater is looking for a relationship.,Some college,Maker,Woodworker ,Woman,Dating,Not Completed,Not Completed,No,Does not want children,Divorced,No,Brown,Blue,Yes,No,Over 5 years,Ambitious,No Pets,,61,M,Gemini
match_357,Mjs4169,Hard-working and enjoy the arts,"['Weather', 'Wine', 'Beaches']",Just ask...,Non-Smoker with Athletic body type," Bulverde, Texas ","59 year old Male, 6' 0"" (183cm), Christian - other",Caucasian,Mjs4169 is actively seeking a relationship.,Some college,Hopeless Romantic,construction,Woman,Long Term,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Divorced,No,Brown,Hazel,Yes,No,Over 10 years,Ambitious,No Pets,,59,M,Sagittarius
match_358,moonhawk65,Art is in the eye of the beholder,"['Antiques', 'Cultures', 'Art']","Old soul. Honest, independent, athletic and sensitive. Life is about the little details and the attention to the present moments. Take nothing for granted.",Non-Smoker with Athletic body type," Round rock, Texas ","54 year old Male, 5' 11"" (180cm), Catholic",Mixed Race,moonhawk65 wants to find someone to marry.,Bachelors Degree,Hopeless Romantic,sculptor,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Blue,Yes,No,Over 6 years,Ambitious,Cat & Dog,Spanish,54,M,Aquarius
match_359,djer29,lets talk and get know each other,"['Sports', 'Cooking', 'Movies']",Im 33 and im a true gentlemen and looking for lady... im not going to tell you what you want you to hear but i will be a gentlemen and respect you. Lets talk and see where it go maybe we can be friends or maybe a couple it all depends on the way we cross path. Im looking for a drink so please understand lol.. I'm looking to conversat and grow if you down hit me up,Non-Smoker with A Few Extra Pounds body type," San antonio, Texas ","34 year old Male, 6' 0"" (183cm), Baptist",Black,djer29 is looking for a relationship.,High school,Animal Lover,medical,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Yes,Yes,Over 3 years,Very Ambitious,Dog,,34,M,Pisces
match_36,Jermained45,Drama free,None,New to the area....,Non-Smoker with Athletic body type," San antonio, Texas ","40 year old Male, 6' 0"" (183cm), Christian - other",Black,,Some college,Night Owl,I work,Woman,Friends,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Black,Brown,Yes,All my kids are over 18,Over 5 years,Very Ambitious,Dog,,40,M,Gemini
match_360,StoneOakDad,I love puppies!,"['Sports', 'Golf', 'Family']","Hi there! I am a professional, single dad looking for a long term relationship. I love having fun, getting out and doing things and enjoying all the wonderful things the San Antonio area has to offer. I would love to meet a fun, caring lady to spend time with. My kids are adults now so I have lots of time to spend with someone special. Don't be afraid, say hello!",Non-Smoker with Average body type," San antonio, Texas ","60 year old Male, 5' 9"" (175cm), Catholic",Caucasian,StoneOakDad is looking for a relationship.,Bachelors Degree,Free Thinker,Marketing,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Divorced,No,Brown,Blue,Yes,Yes,Over 10 years,Very Ambitious,No Pets,,60,M,Leo
match_361,Glove2019,Check me out...,"['Real estate', 'Helping veterans', '']","I am a man who is looking for a friend that is not full of drama and chaos. No more drama. I enjoy going to movies, live performances and dancing. I look at live as you make it what you want it to be based on the choices you make. My ultimate goal is to retire from DoD. My short term goals is get some additional education.I enjoy old school music,it warms my soul.",Non-Smoker with Athletic body type," San antonio, Texas ","52 year old Male, 6' 3"" (191cm), Christian - other",Black,Glove2019 is actively seeking a relationship.,Masters Degree,Hopeless Romantic,DoD Employee,Woman,Long Term,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,All my kids are over 18,Over 10 years,Very Ambitious,No Pets,,52,M,Libra
match_362,crroehm8873,Relocating to Austin nov 1st,"['Travel', 'Movies', 'Roadtrips and sports']","Lets start with the normal things country music, funny movies,walks and cooking. Now I believe in God, work hard everyday, and will give it my all. I'm honest, loyal and will treat u like a lady. I have a job, my own place and money.",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","49 year old Male, 5' 7"" (170cm), Christian - other",Caucasian,crroehm8873 is looking for a relationship.,High school,Hopeless Romantic,Property Manager,Woman,Long Term,Not Completed, View his chemistry results,Socially,Undecided/Open,Separated,No,Brown,Hazel,Yes,No,Over 10 years,Ambitious,Cat,,49,M,Aquarius
match_363,Malakiyah11,Health care,None,"A little about me. I love playing sports football and when I get the chance basketball to. I enjoy reading and learning new things. Neo soul, classical jazz, hip hop and some rap is music for my ears. Plus I'm a very open minded person and a good listener. Hit me up and I'll hit you back.",Non-Smoker with Athletic body type," Austin, Texas ","38 year old Male, 6' 1"" (185cm), Non-religious",Black,Malakiyah11 wants to date but nothing serious.,Some college,Free Thinker,Health Care,Woman,Hang Out,Not Completed,Not Completed,Socially,Does not want children,Single,No,Black,Brown,Yes,Yes,Over 6 years,Very Ambitious,No Pets,,38,M,Leo
match_364,TBearFF,Retired TeddyBear Let's Ride !,None,"1. WELL I TEND TO PUT OTHERS FIRST INSTEAD OF MYSELF. WHICH MEANS I AM MORE OF A GIVER THAN A RECEIVER ! 2. I AM DECENT ENOUGH TO WORRY AND CARE ABOUT OTHER'S FEELINGS AND TRY NOT TO HURT ANYBODY. 3. HAVE A TENDENCY TO STAND UP FOR WHAT IS RIGHT AND DON'T WORRY ABOUT BEING POLITICALLY CORRECT ! BITING MY  TONGUE IS NOT GOOD FOR ME. TELL IT LIKE IT IS AND VERY STRAIGHT FORWARD ! 4. I ALWAYS HAVE FUN WHERE EVER I GO. USE TO GO DANCING A LOT BUT HAVEN'T BEEN IN QUITE SOME TIME. 5. NOT INTO HANGING OUT WITH THE BOYS PREFER ONE ON ONE ! I DON'T DO THE BARS VERY MUCH, SAME OLE THING NEWER  AND YOUNGER FACES. 6.EATING OUT IS FUN BUT PREFER TO COOK AND SEE WHAT I CAN COME UP WITH ! 7. I DIVIDE MY TIME WITH WORKING OUT, RIDING MY HARLEY AND PLAYING GOLF !  LIFE IS MORE ABOUT WHO I SPEND MY TIME WITH BECAUSE THAT IS WHAT MAKES THINGS MEMORABLE. LIKE CRUISES AND WEEKEND GET AWAYS ALSO TEND TO BE SPONTANEOUS, CASINOES ARE FUN SO LONG AS THERE IS A GOLF COURSE CLOSE NEAR BY ! NOT MUCH OF A BEER DRINKER BUT DO ENJOY CROWN AND 7 OR THE VERY TASTY MEXICAN MARTINI I ENJOY PEOPLE WATCHING ! NEVER BEEN MARRIED JUST MARRIED MY JOB ! NOT AFRAID OF COMMITMENT I DID MY JOB FOR 30 YEARS ! WHATEVER YOU WANT TO KNOW JUST ASK ? LOOKING FOR A FUN WOMAN NO DRAMA AND WILLING TO BE SPONTANEOUS ! GOOD LUCK IN YOUR SEARCH !",Non-Smoker with A Few Extra Pounds body type," Pflugerville, Texas ","62 year old Male, 5' 9"" (175cm), Catholic",Hispanic,TBearFF wants to date but nothing serious.,Some University,Adventurer,Retired Fire Fighter ,Woman,Dating,Viewhis relationship needs,View his chemistry results,Socially,Does not want children,Single,No,Mixed Color,Brown,Yes,No,Over 6 years,Somewhat Ambitious,Dog,Spanish,62,M,Capricorn
match_365,MeetMartinTx,"Hey, new on here and looking to meet someone fun!","['Foodie', 'Travel', 'Wine']","Single and fun easy going man here. Looking for a new friends in area. Happy to meet new people in and around RR, Texas.Single and fun easy going man here. Looking for a new friends in area. Happy to meet new people in and around RR, Texas.",Non-Smoker with Athletic body type," Round rock, Texas ","34 year old Male, 5' 11"" (180cm), Non-religious",Caucasian,MeetMartinTx wants to date but nothing serious.,Masters Degree,Adventurer,Consulting,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Green,Yes,No,Over 2 years,Very Ambitious,No Pets,Spanish,34,M,Capricorn
match_366,pique_cp,let’s get to know each other.. or not!,None,"Foodie, techie, fitness, wine, conversational.. pretty normal!",Non-Smoker with Prefer Not To Say body type," Cedar park, Texas ","40 year old Male, 5' 10"" (178cm), Non-religious",Indian,pique_cp is looking for a relationship.,Masters Degree,Geek,technology - account management,Woman,Dating,Not Completed,View his chemistry results,Socially,Does not want children,Separated,No,Black,Brown,,Yes,Over 10 years,Very Ambitious,No Pets,,40,M,Cancer
match_367,LMIII23,Mmmm,"['God', 'Golf', 'Music']","I am born and raised in Austin. I love to be outdoors, see concerts, check out new events in town, and go two-stepping. ",Non-Smoker with Average body type," Austin, Texas ","34 year old Male, 6' 1"" (185cm), Christian - other",Hispanic,LMIII23 is looking for a relationship.,Masters Degree,Intellectual,Sales,Woman,Dating,Not Completed,View his chemistry results,Socially,Want children,Single,No,Brown,Brown,Yes,No,Over 1 year,Ambitious,Dog,Spanish,34,M,Leo
match_368,dotson101,Look no further. Lol,"['Family', 'School', 'Gym']","I'm currently a nursing student and starting my last quarter in 2 weeks. I have a 4 year old son, and a 120 lb bullmastiff. I enjoy going to the gym 4 to 5 times a week and I would hope the person I'm interested in would enjoy similar Hobbies. Any other questions, feel free to ask.",Non-Smoker with Athletic body type," San antonio, Texas ","35 year old Male, 6' 2"" (188cm), Catholic",Caucasian,dotson101 is looking for a relationship.,Associates Degree,Athletic,Nurse ,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Black,Brown,Yes,Yes,Over 5 years,Ambitious,Dog,,35,M,Aries
match_369,Bosyorican,Looking for something real,"['Parks and trails', 'Hiking and biking', 'Movies and shows']","I’m down to earth positive minded person with a good sense of humor. I have a giving heart and love helping those in need which is part of my job. I live a healthy lifestyle. I like to be active whether it be in the gym or outdoors. I play sand volleyball and I am part of a couple of leagues. I like to dance salsa, merengue y bachata. I also like trying new restaurants and traveling. Here to find someone with similar interests and see where it goes.",Non-Smoker with Athletic body type," Austin, Texas ","41 year old Male, 6' 2"" (188cm), Christian - other",Hispanic,Bosyorican is looking for a relationship.,Some University,Hopeless Romantic,Business Sales,Woman,Long Term,Not Completed,View his chemistry results,No,Undecided/Open,Divorced,No,Black,Brown,Yes,No,Over 5 years,Ambitious,Cat & Dog,Spanish,41,M,Cancer
match_37,PrimalFC,Hello!!,None,"SpursCowboys CubsAstros Texans Outdoor Activities Camping Fishing Kayaking Geocaching Coast, Lake and Rivers MoviesMuseums ZoosRestaurantsConcertsFestivalsRoad TripsI can’t wait for the ACL Festival!!!",Non-Smoker with Average body type," San antonio, Texas ","35 year old Male, 5' 9"" (175cm), Non-religious",Hispanic,PrimalFC is looking for a relationship.,Some University,Adventurer,MGR,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 5 years,Ambitious,Dog,,35,M,Aquarius
match_370,JimmyJames0709,Momma didn't raise no b%#ch!,"['Hiking', 'Camping', 'Beach']","Love outdoors living, hiking, camping, fishing,camp fires, good tunes but I am just missing that special lady to share it all with. Treat people the way you would want to be treated. AKA dont a #@$% head! Been doing Keto so I have been loosing weight like crazy, so some photos are not up to date. I have two handsome fur babies, own a car, live in a house, and have my #@$% together. I promised myself I would not come back to this but yet here we are, please be the reason I get off this app! ",Non-Smoker with Average body type," San antonio, Texas ","36 year old Male, 6' 5"" (196cm), Non-religious",Caucasian,JimmyJames0709 is looking for a relationship.,Associates Degree,Adventurer,Corporate Trainer ,Woman,Long Term,Not Completed,Not Completed,Socially,Want children,Single,No,Brown,Blue,Yes,No,Over 8 years,Very Ambitious,Dog,,36,M,Cancer
match_371,ATX_Angel_Catcher,Home Grown Texas Boy,"['Music', 'Movies', 'Photography']","Hi Y’allTexas born & raised gentleman. Looking for friends 1st and with some luck, a few kindred spirits. Hopeful of LTR. Foodie, loves plays, concerts, boating, movies, festivals, anything artsy/cultural. Love Sexy & Girlie, but also Outdoorsy. Church-going Christian. I Love my God, Country & Family.Please do not contact me if you are depressed, M/D, Bi-Polar or on prescription for same. I just want to be with someone who is a naturally happy and positive person.....TY and thanks for dropping by!",Non-Smoker with Average body type," Austin, Texas ","57 year old Male, 5' 9"" (175cm), Christian - other",Hispanic,ATX_Angel_Catcher is looking for a relationship.,Bachelors Degree,Artsy,Professional,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Mixed Color,Brown,Yes,No,Over 9 years,Very Ambitious,Cat & Dog,,57,M,Aquarius
