,username,Gender,Education,Ethnicity,about_me_text
842,Fin_Diesel,M,Some college,Caucasian,I am a very uplifting attitude all the time. My character is usually lifted and gifted. I love to help others and be considerate and kind.
843,jusmeandmyguitar1,M,Masters Degree,Black,"What's up with all the Instagram Filters?? (I recently met a woman and did not recognize her) wth....Ladies Stop taking Pics with these Overhead Angles, you are eliminating the Angle that concerns us the most; Please take a natural pic with no filters...lol. Instagram Models...smhAre u searching for Love or a friend? I'm Athletic and outgoing.. you?There are a few profiles on the site that state the following: must have own Car, Job and their own home or Apt. However most of those making that request don't live on their own, have roommates or live with family and some don't even own a car of there own..smh.. It all starts with a conversation.... live, love and laugh..."
844,Mr251,M,Associates Degree,Black,Strong quiet type but will open up once I get to know you. I work a lot but will definitely make time for that special someone.
845,catchhogs,M,High school,Caucasian,"what could start with what I am lookin for is honestly I just want real , I see so many women here that I have a lot in common with me fishing an hunting trapping getting that old 4x4 an back roading or going off for the weekend on the old Harley among other things but because I'm a big guy y'all won't even talk to me I read a lot about y'all wanting real men an your idea of him is the Marlboro man or if your in the city the old Chuck Norris look lol I think it's funny y'all want real but y'all really want real pretty boys I stopped wherein that cowboy uniform a long time ago an I look a whole lot like a big ole biker but country runs deep in my veins so next time you look at my pics country girls there's more cowboy an real man in me than most men out there .Now with that being said I'm devorced an looking for one good woman that wants a commitment and is marriage minded I'm tired of being by myself and the last thing I want to do is wake up at 75 years old and roll over and look at an empty pillow I want to meet somebody get to know an date and then take it from there I don't need a bunch of women I just need one good one and it seems like they're getting harder and harder to find seems like a lot of the women nowadays or like the men were when I was younger I know there's somebody out there for me and if you're looking for real you're just finding all you got to do is talk to me on the phone and you'll see everything I'm talking about see I mean here."
846,poolshark_77,M,Associates Degree,Hispanic,"I love what I do and the people I work with. I am a bit of a workaholic but enjoy weekends off. I love to float the river, fishing, hunting, travelling, sports and just being outdoors. I am a huge movie buff though. I listen to a very large variety of music. I would rather stay home and cook a meal while listening to music and then watch a good movie. Huge animal lover. I have a sweet dog and cat who were both rescued."
847,endoplasmicBlueFish,M,Bachelors Degree,Caucasian,"Live in austin, texas and am spending the summer in Ohio out of the texas scorch. 1. hobbies - reading, computering, dog walking, motorcycle riding, house repairing, working, playing with the k9ing, backpacking...2. goals - develop hardware software for personal use. Live to be 312. Ride the continental divide. 3. Unique - oh man...a lot. Never been married, yet over 40. That's kind of unique. Red flag? Maybe :) I don't feel so. Self employed since 20024. Music? - anything with depth. No soda pop rock. Classical to Rap. There's value in most of it. Really into Americana right now."
848,Markoftheday,M,Bachelors Degree,Caucasian,Love playing sportsWorking with my handsI like to keep busy I would like to travel more.
849,RyanR777,M,High school,Caucasian,"I'm a hard working dad. I like to go out with friends and have a good time. I'm very kind, loving, reliable, honest guy."
850,hernaa44,M,High school,Hispanic,Just here to meet new people and see where it goes from thier
851,petxx,M,Some college,Other Ethnicity,"Average guy here, enjoys the great outdoors. I work with animals and have been for over 20 years. Enjoy cooking try new things when it comes to food.Anything outdoors is always fun, so much to do in this beautiful town. Enjoy live music, good movie and great company.."
852,spursfan70,M,Bachelors Degree,Hispanic,I'm an educated man. I am looking for someone with similar interests.
853,Dawginsat23,M,High school,Hispanic,Tell me what up
854,Crazeechris01,M,Some college,Caucasian,"I am a laid back easy going guy. I have a job and a car lol. Anything you want to know just ask. We can meet for coffee or some drinks. I am looking to get a connection with someone. See where things lead to.I like to go to the lake, having a few drinks with friends. I am up for almost anything or a quiet night curled up watching a movie. Love football ?? both college and NFL. I can watch any sport but I don’t really follow any team."
855,DLO553,M,Some college,Hispanic,Ask.
856,lukin4lov49,M,Associates Degree,Hispanic,Xoxoxoxoxo
857,loosechange57,M,Some University,Mixed Race,Down to earth man who enjoys the simple things in life. Keeos in shape. Very caring and loving man Music is my life I play and dance anything.I don't judge the outer appearance only what you're about on the inside. I have Christ in my life and you should too. No games or B S please.I desire a good woman who wants to be loved and isn't afraid to love back.
