,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,AboutMe,Interests,AboutAndrea,AboutCandie,AboutTiffany,AboutTrini,AboutSophia,Aboutjo,AboutAshley Nicole,Aboutlarrissa,AboutRLR,Aboutaims,AboutStacy,AboutJ,AboutTara,AboutSusan,AboutMesha,AboutLooking995,AboutJami,AboutMisty,AboutRoxanna,AboutClaire,AboutAda09,AboutAmy,AboutMariana,AboutCORRAL,AboutPriscilla,AboutLaura,AboutCherry,Aboutbeka78,AboutAnna,AboutAli,Aboutkat,AboutDragonfly236,AboutSyl,AboutTricey,AboutPauline,AboutAydnil,AboutJennifer,AboutLINDA,AboutVee,AboutD,AboutGloria,AboutAshley,Aboutjenny,AboutRosario,AboutPatricia,AboutMichele,Aboutjoy,AboutVictoria,AboutKaren,Aboutcyndi,AboutMari,AboutKara,AboutIngrid,AboutPamela,AboutWanda,AboutPrettyFeetChef,AboutMyBaby49,AboutSharon,AboutRosalba,AboutEmma,AboutMary Rodriguez,AboutShestie,AboutJenny RM,AboutChristina,AboutApril,AboutSonia,AboutLinda,AboutJessica,AboutNilla,AboutAsk me,AboutTenci,AboutBonnie,AboutAngela,AboutElizabeth,AboutLina,AboutKatrina,AboutSaTexas65,AboutDena,AboutKatherine,AboutT,AboutThelM,AboutLatonya,AboutBeautiful,AboutLil,AboutRuth Guerrero,Aboutlisa,AboutMaintain,AboutPRINCE$$'''''''''''''''''''''''''''''''''''''''''',AboutBelle,AboutChristie,AboutKristen,AboutCynthia,AboutAjaye,AboutJetta,About Me,AboutMartha Taylor,AboutCarolyn,AboutAlejandra,AboutAnita,Aboutsusie,AboutI’m not ur side ✌️ ...I want to be ur ✌️,AboutMyrna,AboutDahlia,AboutJenni,AboutKristy,AboutGayle,AboutNancy,AboutMarie,Aboutneida,AboutStephanie,AboutR,AboutMelissa,AboutKiona,AboutCarmen,Aboutlinda,AboutJanette,AboutLynette,AboutCindie,AboutJoy,AboutJae,AboutMonie,AboutSue,AboutTerry,AboutNiqq,AboutLori,Aboutveronica,AboutKenda,Age,Gender,Zodiac Sign
match_76,Pochantas1979,You should let me love you!,"['Music', 'Cars and Trucks', 'History']","I am a down to earth type of female. I have a great sense of humor. I love to shoot pool, play old school video games, karaoke, but my true passion is cooking! I am looking for someone that will make me a priority and someone that can keep me on my toes LOL and he definitely has to have a sense of humor",Non-Smoker with Average body type," San antonio, Texas ","40 year old Female, 5' 5"" (165cm), Non-religious",Native American,Pochantas1979 wants to find someone to marry.,Some college,Hopeless Romantic,Management,Man,Long Term,Not Completed,Not Completed,Socially,Does not want children,Single,No,Black,Brown,Yes,Yes,Over 7 years,Very Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,F,Gemini
match_77,la320,Something real,None,Cooking. Road trips. Music. Family friends. Movies. Staying home. Outdoors. Bonfire.,Non-Smoker with A Few Extra Pounds body type," Georgetown, Texas ","37 year old Female, 5' 2"" (157cm), Catholic",Mixed Race,la320 is looking for a relationship.,Some college,Animal Lover,Nursing,Man,Dating,Not Completed,View her chemistry results,Socially,Prefer Not To Say,Single,No,Brown,Hazel,Yes,No,Over 9 years,Very Ambitious,Dog,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,F,Aries
match_78,BossLadyCyn,New To Area..Need New Friends!!,"['Drinking at sports bars', 'Watching Boxing And Football Spending Sundays With My Boys', '']","Single, Independent, Hard Working Professional but Street Latina woman. I''m seeking friends to hang out with. Someone who can help turn a bad day into a Great day. Drama Free so please please..keep it away from me. I have my own everything and dont expect much but honesty. If you are in a relationship and you know entertaining outside of that will cause problems please keep moving.In saying that...where are you new friends?",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","40 year old Female, 5' 7"" (170cm), Christian - other",Other Ethnicity,BossLadyCyn wants to date but nothing serious.,Associates Degree,Diva,Real Estate Management,Man,Friends,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Brown,Yes,Yes,Over 8 years,Very Ambitious,Dog,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,F,Virgo
match_79,justlovelydee,I Am A Keeper....Hope You Are Too,"['Cash app', 'Music', 'Traveling']","I'm bSeriously Seeking A Relationship, so if you're communicating with a lot of women please do not initiate contact with me",Non-Smoker with Average body type," Austin, Texas ","51 year old Female, 5' 4"" (163cm), Christian - other",Black,justlovelydee is actively seeking a relationship.,High school,Hopeless Romantic,Health Care,Man,Long Term,Not Completed,Not Completed,Socially,Does not want children,Single,No,Brown,Brown,No,All my kids are over 18,Over 3 years,Ambitious,,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,F,Leo
match_8,NiqqNiqq,Real is rare,None,"You don’t have to be perfect, You just have to be worth it ",Non-Smoker with Average body type," Dallas, Texas ","34 year old Female, 5' 4"" (163cm), Christian - other",Black,NiqqNiqq is looking for a relationship.,Some college,Chef,Stylist,Man,Dating,Not Completed,Not Completed,Socially,Want children,Single,No,Brown,Brown,Yes,No,Over 3 years,Ambitious,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,34,F,Sagittarius
match_80,CindyMedina50,Single and ready to Mingle.,None,"I''m a Single Mother ,Grandmother, of 9 beautiful Grandchildren Who i loves them very much .I like long walks, Dancing, going to the movies. hanging around with Family and Friends .",Non-Smoker with A Few Extra Pounds body type," San antonio, Texas ","55 year old Female, 5' 4"" (163cm), Catholic",Hispanic,CindyMedina50 wants to date but nothing serious.,Some college,Adventurer,Manager,Man,Friends,Not Completed,Not Completed,Socially,Does not want children,Single,No,Brown,Brown,Yes,All my kids are over 18,Over 6 years,Somewhat Ambitious,No Pets,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,F,Virgo
match_81,NOLOYOLO,YOLO - you only live once,None,Guys I dont have a meet me....I cant answer or see u...I am very out going love football n basketball. Im your kind of girl. Love to dance n have fun.I have a very awesome personality. I love music love to laugh n make others laugh. 90% of the time I'm so happy n laughing. Looking for romance someone that makes me laugh and likes to dance and is outgoing has a great personality. Trustworthy gentleman n kind n caring. I WANT A LONG TERM RELATIONSHIP POSSIBLY MARRIAGE... IM READY! ARE YOU? We are not getting any younger.,Non-Smoker with Average body type," New brunsfel / austin / las vegas, Texas ","62 year old Female, 5' 0"" (152cm), Catholic",Hispanic,NOLOYOLO wants to find someone to marry.,High school,Hopeless Romantic,Semi Retired,Man,Long Term,Not Completed,View her chemistry results,Socially,Does not want children,Single,No,Black,Brown,Yes,All my kids are over 18,Over 3 years,Very Ambitious,No Pets,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,F,Aries
match_82,ERTexasgirl,"Hello.""Just be real & goodluck on your search!""",None,"My hobbies include watching documentaries. Love outdoors. Driving to small country towns. Movies at home. Love motorcycles if you have one, but not neccessary. Fishing and love being by beautiful rivers or ocean. A city girl with also a country heart. Love small venues sometimes and love Classic rock music, blue grass, country and the blues! Love to cuddle. I am a romantic person.",Non-Smoker with Prefer Not To Say body type," City of sa, Texas ","57 year old Female, 5' 5"" (165cm), Catholic",Other Ethnicity,ERTexasgirl is looking for a relationship.,Some college,Free Thinker,Rentals,Man,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Brown,Yes,All my kids are over 18,Over 10 years,Ambitious,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,F,Pisces
match_83,letssmokeee,Lets chil,None,Ask and find out,Non-Smoker with Athletic body type," Round rock, Texas ","34 year old Female, 5' 6"" (168cm), Non-religious",Caucasian,letssmokeee wants to date but nothing serious.,Bachelors Degree,Daredevil,Ask mee,Man,Hang Out,Not Completed,Not Completed,Prefer Not To Say,Prefer Not To Say,Single,No,Brown,Green,Yes,No,Over 5 years,Very Ambitious,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,F,Virgo
match_84,heavensentu2me,Would you like to get to know me?,None,"Looking for my happily ever after, not Mr Right for the night. :-)",Non-Smoker with Average body type," Cedar creek (bastrop), Texas ","52 year old Female, 5' 5"" (165cm), Christian - other",Caucasian,heavensentu2me is actively seeking a relationship.,High school,Animal Lover,Sales,Man,Long Term,Not Completed,View her chemistry results,Socially,Does not want children,Divorced,No,Red,Brown,Yes,Yes,Over 6 years,Ambitious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Pets,,,52,F,Libra
match_85,veronicab0627,I'm back!!!,None,"Enjoy fishing, hunting,and family gatheringsBusco a un compañero con quien disfrutar y compartir mi vida.",Non-Smoker with Big & Tall/BBW body type," San antonio, Texas ","48 year old Female, 5' 5"" (165cm), Catholic",Hispanic,veronicab0627 is looking for a relationship.,High school,Homebody,Clerk,Man,Friends,Not Completed,Not Completed,No,Does not want children,Single,No,Black,Brown,Yes,No,Over 3 years,Somewhat Ambitious,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish,,48,F,Cancer
match_86,marlieATX,Giving It Another Shot,None,"I love good food, good music, good wine, and good people. Single mom of a toddler (only 1 kiddo), with no time for BS, looking for someone kind, strong, honest, and genuine. Be intelligent, direct, secure, and stable. I am. Being willing to take me out for dinner and karaoke gets you bumped to the front of the line. I’m just now dating again after a pretty difficult year, so no games, no hookups, and no men that act like little boys!",Non-Smoker with Average body type," Austin, Texas ","41 year old Female, 5' 6"" (168cm), Christian - other",Black,marlieATX is looking for a relationship.,Bachelors Degree,Maker,Advertising,Man,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Brown,Brown,Prefer Not To Say,Yes,Over 3 years,Ambitious,,No Pets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,F,Gemini
match_87,DivineSimplicity,One day.....,"['Reading', 'LAKE', 'Friends']","Live music, cold beer, friends, football and the lake are my favorites when I am not being a mom to my amazing kids. Not looking for a one night stand/hook up. Really would like to get to know someone and see where it leads. Dating these days is so hard so please remember to be kind and genuine!Happy fishing to all!*side note-i am a bigger woman, not a barbie doll. So if thick isn't your thing, I respect that and appreciate the respect in return",Non-Smoker with A Few Extra Pounds body type," Round rock, Texas ","43 year old Female, 5' 6"" (168cm), Other",Caucasian,DivineSimplicity is looking for a relationship.,Some college,Hopeless Romantic,Healthcare,Man,Dating,Not Completed,View her chemistry results,Socially,Does not want children,Single,No,Red,Hazel,Yes,Yes,Over 10 years,Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,F,Scorpio
match_88,charchar7105,I want to know your plans.,"['Work', 'Dogs', 'Friends']",Make me believe that the world hasn’t gone dead.,Non-Smoker with Prefer Not To Say body type," Austin, Texas ","38 year old Female, 5' 7"" (170cm), Christian - other",Hispanic,charchar7105 is looking for a relationship.,Associates Degree,Chef,catering sous chef,Man,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Brown,Yes,No,Over 6 years,Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,F,Aquarius
match_89,irose3,"Artisy, Earthy Fun Lady","['Art', 'Live music', 'Antiques']","I am a Artist, Love art, antiques, Live Music, Avid Gardner, Love being Outdoors, The beach or the Hill Country are my favorites, Love flea markets, Food Events, and Market Days. If you’ve read this far, I haven’t upgraded to a paying patron, so I have 64 people who what to meet, for now ever send me a message, or you will simply be a fish in the general pond, won’t waste the money on a site, that I have big reservations about!!! I’m not seeking a online penpal",Non-Smoker with Average body type," San antonio, Texas ","58 year old Female, 5' 6"" (168cm), Non-religious",Caucasian,irose3 is actively seeking a relationship.,Some college,Artsy,artist/sales,Man,Dating,Not Completed,View her chemistry results,Socially,Does not want children,Divorced,No,Brown,Blue,Yes,All my kids are over 18,Over 10 years,Ambitious,,,Cat & Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,F,Aquarius
match_9,jgibbon13,I'm thinking this is all a joke.,None,"Harder than it seems. Not here for hook ups. Single mom (1 kid), so finding time to date can be hard. I am kind of shy and quiet at first till I get to know someone. Pretty open having fun outdoors or a chill night as well. Have a great day or night.",Non-Smoker with A Few Extra Pounds body type," Cibolo, Texas ","42 year old Female, 5' 9"" (175cm), Non-religious",Mixed Race,jgibbon13 is actively seeking a relationship.,Some college,Crafty,I work,Man,Long Term,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Brown,Brown,Yes,Yes,Over 7 years,Somewhat Ambitious,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,F,Sagittarius
match_90,Angel601,hello,"['Movies', 'Hiking', '']",I’ll tell later,Non-Smoker with Average body type," San antonio, Texas ","43 year old Female, 5' 5"" (165cm), Muslim",Caucasian,Angel601 is actively seeking a relationship.,Bachelors Degree,Hopeless Romantic,processing,Man,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Separated,No,Blond(e),Brown,Yes,Yes,Over 10 years,Very Ambitious,Other,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,F,Gemini
match_91,Singlecapricorn81,I’m looking for a relationship,None,"I’m a single mom of 3 kids the I’m youngest lives with me they are 17,16 and 13 I work full time as a preschool teacher I. The babyroom I’m looking for someone to settle down with I want an honest loyal caring man",Non-Smoker with Big & Tall/BBW body type," Taylor, Texas ","37 year old Female, 5' 6"" (168cm), Christian - other",Caucasian,Singlecapricorn81 is looking for a relationship.,High school,Hopeless Romantic,preschool teacher,Man,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Divorced,No,Brown,Blue,Yes,Yes,Over 7 years,Somewhat Ambitious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Pets,37,F,Capricorn
match_92,PrincipessaLisa,Must Love Me,"['Runner', 'Reader', 'Beach']","I love life and am passionate about God, people, art, food, history, health, romance, and children. Mostly, I follow my own rules; breaking new ground and paving my own path; always looking for the opportunity to learn and grow. I don’t follow society or its social demands of each new and passing trend. My friends say my character is impeccable and my integrity is solid but trust me, I am far from perfect. I have many flaws but am committed to becoming all that God created me to be (sounds like an Army commercial LOL) Running is one of my favorite passions. When the day is over, it’s just me and the pavement for the next several miles; leaving the stress of life behind me.I honestly believe that making a difference in someone's life is far more important than any title, salary or degree so I don’t care how many letters come at the end of your signature. Caring and giving to others bring true joy to my soul. My heart is especially drawn to children; abused and neglected and I want to travel the world loving them and feeding them with the word of God. My friends consider me to be creative, very resilient, a survivor and one who views the glass as half full rather than half empty. At times I am impulsive, and I find much excitement in creating romantic spontaneous adventures. I would much rather be outdoors with the warmth of the sun on my face so in my leisure time you can usually find me exploring this wonderful world we live in. On the serious side I am very traditional, loyal, loving, kind, and attentive. I have seen much tragedy tramway and devastation first hand which gives me an appreciation for life and how precious it really is.My relationship with Christ and living each day to honor him is the most important thing in my life. I am only interested in being a life partner (that means marriage), not a temporary position in a man's world. This is the only area that is not flexible for me. My hope and prayer is that the Lord will bless me with the man I desire…. One is uncompromising and compliments my walk with Him. I appreciate romance and chivalry and prefer spending time with an intelligent, refined gentleman who has passion in his eyes, leadership in his walk, and tenderness in his hand. I find myself drawn to gentlemen who are respectful, kind, compassionate, affectionate, and giving from their heart. I am looking forward to spending time with you; exploring this beautiful and marvelous thing we call LIFE.",Non-Smoker with Average body type," Lake travis, Texas ","52 year old Female, 5' 5"" (165cm), Christian - other",Caucasian,PrincipessaLisa wants to find someone to marry.,Graduate Degree,Princess,Real estate Investor/Travel Agent,Man,Long Term,Not Completed,View her chemistry results,Socially,Does not want children,Divorced,No,Brown,Hazel,Yes,All my kids are over 18,Over 10 years,Ambitious,,,Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,F,Sagittarius
match_93,ReneeAlpha,Looking for my male archetype,"['Exercising', 'Health', 'Outdoors']",I'm a huge fan of superhero movies (Marvel & DC) and ALL things Wonder Woman!! After seeing the WW movie I have lots of criticism from a fans perspective BUT most importantly... WONDER WOMAN WAS AMAZING I literally fangirled so hard in the theater and the hardcore warrior music in the background when she would appear was so fitting.,Non-Smoker with Thin body type," Austin, Texas ","37 year old Female, 5' 5"" (165cm), Other",Caucasian,ReneeAlpha wants to date but nothing serious.,Bachelors Degree,Free Thinker,Sales,Man,Dating,Not Completed,View her chemistry results,Socially,Prefer Not To Say,Divorced,No,Blond(e),Blue,Yes,Prefer Not To Say,Over 7 years,Ambitious,Dog,,Spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,F,Capricorn
match_94,satxsaa26,Seeing what's out there...,None,"Hi there, life is too short to sit at home waiting for things to happen. I'm looking to get out more often and meet new people. Friends are hard to come by these days. I don't have time for lies and bs because life is short, so just be real.",Non-Smoker with A Few Extra Pounds body type," San antonio, Texas ","40 year old Female, 5' 2"" (157cm), Lutheran",Caucasian,satxsaa26 wants to date but nothing serious.,Masters Degree,Night Owl,Medical field ,Man,Friends,Not Completed,View her chemistry results,Socially,Undecided/Open,Divorced,No,Brown,Hazel,Yes,Yes,Over 8 years,Ambitious,,Cat & Dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,F,Taurus
